URL,Issue
https://weaversweb.com/,"Form element missing label: <input class=""wf-field-item wf-field-input lastname"" maxlength=""80"" name=""Contacts.Last Name"" oninput=""removeError(this)"" placeholder=""Last Name"" type=""text"" value=""""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""wf-field-item wf-field-input phone-custom"" ftype=""mobile"" fvalidate=""true"" maxlength=""30"" name=""Contacts.Mobile"" oninput=""removeError(this)"" placeholder=""Mobile Number"" type=""text"" value=""""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""wf-field-item wf-field-input custom-country"" maxlength=""100"" name=""Contacts.Mailing Country"" oninput=""removeError(this)"" placeholder=""Country"" type=""text"" value=""""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""wf-field-item wf-field-input email-custom"" ftype=""email"" fvalidate=""true"" maxlength=""100"" name=""Contacts.Email"" oninput=""removeError(this)"" placeholder=""Email Address"" type=""text"" value=""""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""dropdown-input input-not-active wf-field-item wf-field-input"" data-wform-field=""select-multiple"" oninput=""removeError(this)"" placeholder=""What service are you looking for"" type=""text""/>..."
https://weaversweb.com/,"Form element missing label: <input multipick=""true"" name=""POTENTIALCF4"" style=""display:none;"" type=""text""/>..."
https://weaversweb.com/,"Form element missing label: <select class=""wf-field-item wf-field-dropdown custom-potential"" data-wform-field=""select"" name=""POTENTIALCF3"" onchange=""removeError(this);"">
<option value=""-None-"">-None-</option>
<option value=""Ecommerce"">Ecommerce</option>
<option value=""Ed-Tech"">Ed-Tech</option>
<option value=""Fashion and Lifestyle"">Fashion and Lifestyle</option>
<option value=""FinTech"">FinTech</option>
<option value=""Fitness"">Fitness</option>
<option value=""Food and Beverage"">Food and Beverage</option>
<option value=""HealthTech"">HealthTech</option>
<option value=""Logistics and Transportation"">Logistics and Transportation</option>
<option value=""Not Sure"">Not Sure</option>
<option value=""On-Demand Services"">On-Demand Services</option>
<option value=""Other"">Other</option>
<option value=""Personal site"">Personal site</option>
<option value=""Real Estate"">Real Estate</option>
<option value=""Social Networking"">Social Networking</option>
<option value=""Sports"">Sports</option>
<option value=""Tour and Travel"">Tour and Travel</option>
</select>..."
https://weaversweb.com/,"Form element missing label: <textarea class=""wf-field-item wf-field-input custom-description"" maxlength=""32000"" name=""Description"" oninput=""removeError(this)"" placeholder=""Describe your requirement in brief"" style=""resize: none;"" type=""text""></textarea>..."
https://weaversweb.com/,"Form element missing label: <input class=""wf-field-item wf-field-input deal-custom"" maxlength=""120"" name=""Potential Name"" oninput=""removeError(this)"" type=""text"" value=""New Deal""/>..."
https://weaversweb.com/,"Form element missing label: <select class=""wf-field-item wf-field-dropdown lead-custom"" data-wform-field=""select"" name=""Lead Source"" onchange=""removeError(this);"">
<option value=""-None-"">-None-</option>
<option value=""Upwork - AJ"">Upwork - AJ</option>
<option value=""Upwork - SG"">Upwork - SG</option>
<option value=""Upwork - TR"">Upwork - TR</option>
<option value=""Domestic PPC"">Domestic PPC</option>
<option value=""International PPC"">International PPC</option>
<option value=""LinkedIn"">LinkedIn</option>
<option selected=""selected"" value=""Website (Organic)"">Website (Organic)</option>
<option value=""Personal Contacts"">Personal Contacts</option>
<option value=""Referral"">Referral</option>
<option value=""Weavers Web USA"">Weavers Web USA</option>
</select>..."
https://weaversweb.com/,"Form element missing label: <select class=""wf-field-item wf-field-dropdown"" data-wform-field=""select"" name=""Pipeline"" onchange=""removeError(this);"">
<option selected="""" value=""Domestic Inbound"">Domestic Inbound</option>
<option value=""Nurturing"">Nurturing</option>
<option value=""International Sales"">International Sales</option>
</select>..."
https://weaversweb.com/,"Form element missing label: <select class=""wf-field-item wf-field-dropdown"" data-wform-field=""select"" name=""Stage"" onchange=""removeError(this);"">
<option value=""New"">New</option>
<option value=""Proposal/Price Quote"">Proposal/Price Quote</option>
<option value=""Negotiation/Discussion"">Negotiation/Discussion</option>
<option value=""Closed Won"">Closed Won</option>
<option value=""Closed Lost"">Closed Lost</option>
<option value=""No Response/Followup"">No Response/Followup</option>
<option selected="""" value=""New Lead"">New Lead</option>
<option value=""Attempted Contact"">Attempted Contact</option>
<option value=""Awaiting Response"">Awaiting Response</option>
<option value=""Contacted"">Contacted</option>
<option value=""Meeting Scheduled"">Meeting Scheduled</option>
<option value=""Qualified"">Qualified</option>
<option value=""Proposal/Price Quote Sent"">Proposal/Price Quote Sent</option>
<option value=""Future Opportunity"">Future Opportunity</option>
<option value=""Confirmed/Almost"">Confirmed/Almost</option>
<option value=""International"">International</option>
<option value=""Followup"">Followup</option>
<option value=""No Response"">No Response</option>
<option value=""Pause/Hold"">Pause/Hold</option>
</select>..."
https://weaversweb.com/,"Form element missing label: <input class=""wf-btn btn"" data-ux-btn-type=""default"" id=""formsubmit"" type=""submit"" value=""Submit""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""form-control"" name=""EMAIL"" placeholder=""Email address ..."" required="""" type=""email""/>..."
https://weaversweb.com/,"Form element missing label: <input class=""btn btn-round clr-blue"" type=""submit"" value=""Subscribe now""/>..."
https://weaversweb.com/,"Form element missing label: <input autocomplete=""off"" name=""_mc4wp_honeypot"" tabindex=""-1"" type=""text"" value=""""/>..."
https://weaversweb.com/,"Form element missing label: <input name=""_mc4wp_timestamp"" type=""hidden"" value=""1763966226""><input name=""_mc4wp_form_id"" type=""hidden"" value=""5089""/><input name=""_mc4wp_form_element_id"" type=""hidden"" value=""mc4wp-form-1""/><div class=""mc4wp-response""></div></input>..."
https://weaversweb.com/,"Form element missing label: <input name=""_mc4wp_form_id"" type=""hidden"" value=""5089""/>..."
https://weaversweb.com/,"Form element missing label: <input name=""_mc4wp_form_element_id"" type=""hidden"" value=""mc4wp-form-1""/>..."
https://weaversweb.com/,Skipped heading level from h0 to h4
https://weaversweb.com/,Skipped heading level from h2 to h4
https://weaversweb.com/,Skipped heading level from h2 to h6
https://weaversweb.com/,Skipped heading level from h2 to h6
https://weaversweb.com/,Skipped heading level from h2 to h4
https://weaversweb.com/,Skipped heading level from h2 to h4
https://weaversweb.com/,Skipped heading level from h2 to h6
https://weaversweb.com/,Skipped heading level from h2 to h6
https://weaversweb.com/,header tag missing 'role' attribute (consider roles for assistive tech)
https://weaversweb.com/,main tag missing 'role' attribute (consider roles for assistive tech)
https://weaversweb.com/,footer tag missing 'role' attribute (consider roles for assistive tech)
https://weaversweb.com/,Suggested: Consider landmark role 'navigation' for layout structure.
https://weaversweb.com/,Suggested: Consider landmark role 'banner' for layout structure.
https://weaversweb.com/,Suggested: Consider landmark role 'contentinfo' for layout structure.
https://weaversweb.com/,Suggested: Consider landmark role 'main' for layout structure.
